"","A","B","R","Q","C","CAU","AFA","HIS","API"
"805",2,8,17,5,3,0.000667,0,0,0
"806",2,8,17,5,5,0.000508,0,0,0
"807",2,8,17,5,7,0.00017,0,0,0
"808",2,8,17,5,10,0.000333,0,0,0
"809",2,8,17,6,4,0.00028,0,0,0
"810",2,8,17,6,5,0.000167,0,0,0
"811",2,8,17,6,7,0.001711,0,0,0
"812",2,8,17,7,6,0.000333,0,0,0
"813",2,8,17,7,9,5e-04,0,0,0
"814",2,8,17,7,14,0.000167,0,0,0
"815",2,8,17,7,15,0.000167,0,0,0
"816",2,8,17,8,5,0.000454,0,0,0
"817",2,8,17,8,7,0.000667,0,0,0
"818",2,8,17,8,8,0.000167,0,0,0
"819",2,13,3,7,12,0.000167,0,0,0
"820",2,13,4,4,9,0.000167,0,0,0
"821",2,13,4,6,4,0.000167,0,0,0
"822",2,13,7,1,16,0.000167,0,0,0
"823",2,13,7,2,6,0,0.001199,0.001054,0.006466
"824",2,13,7,2,12,0.000167,0,0,0
"825",2,13,7,2,16,0,3e-04,0,0
"826",2,13,7,3,4,0.000167,0,0,0
"827",2,13,7,5,2,0.000167,0,0,0
"828",2,13,7,5,7,0.000333,0,0,0
"829",2,13,7,6,10,5e-04,0,0,0
"830",2,13,7,6,15,0.000167,0,0,0
"831",2,13,7,7,7,5e-04,0,0,0
"832",2,13,7,7,8,0.000196,0,0,0
"833",2,13,7,8,3,0.000167,0,0,0
"834",2,13,7,8,5,0.000333,0,0,0
"835",2,13,7,9,7,0.000167,0,0,0
"836",2,13,9,2,5,0,3e-04,0,0
"837",2,13,9,2,8,0,6e-04,0,0
"838",2,13,10,6,6,0.000167,0,0,0
"839",2,13,11,3,2,0.000167,0,0,0
"840",2,13,11,5,14,0,3e-04,0,0
"841",2,13,11,6,12,0.000167,0,0,0
"842",2,13,12,5,6,0,3e-04,0,0
"843",2,13,13,6,6,0,0,0.00035,0
"844",2,13,13,6,10,0.000167,0,0,0
"845",2,13,15,1,1,0,3e-04,0,0
"846",2,13,15,1,10,0.000167,0,0,0
"847",2,13,15,5,4,0,0,0,0.00431
"848",2,13,15,5,6,0,0,0.00035,0
"849",2,13,15,6,3,0.000167,0,0,0
"850",2,13,15,6,6,0.000167,0,0.00035,0
"851",2,13,15,8,2,0.000167,0,0,0
"852",2,14,1,3,1,0.000167,0,0,0
"853",2,14,1,5,8,0,0,0.00035,0
"854",2,14,1,5,15,0.000167,0,0,0
"855",2,14,1,9,12,0.000167,0,0,0
"856",2,14,4,5,12,0.000167,0,0,0
"857",2,14,7,2,8,0,6e-04,0,0
"858",2,14,7,3,8,0,0,0.00035,0
"859",2,14,7,6,7,0.000167,0,0,0
"860",2,14,7,8,6,0.000167,0,0,0
"861",2,14,8,1,8,0,3e-04,0,0
"862",2,14,8,2,8,0,3e-04,0,0
"863",2,14,13,1,2,0,6e-04,0,0
"864",2,14,15,7,3,0.000333,0,0,0
"865",2,14,16,6,4,0.000167,0,0,0
"866",2,14,103,6,16,0.000167,0,0,0
"867",2,15,4,6,9,0.000167,0,0,0
"868",2,15,4,8,2,0,0,0.00035,0
"869",2,15,4,8,7,0.000167,0,0,0
"870",2,15,4,9,7,0.000167,0,0,0
"871",2,15,14,6,1,0.000167,0,0,0
"872",2,15,17,6,7,0,0,0,0.002155
"873",2,18,1,1,10,0.000167,0,0,0
"874",2,18,1,3,10,0.000167,0,0,0
"875",2,18,1,5,5,0.000167,3e-04,0,0
"876",2,18,1,6,6,0.000333,0,0,0
"877",2,18,1,7,6,0.000167,0,0,0
"878",2,18,1,8,10,0.000167,0,0,0
"879",2,18,2,1,7,0,3e-04,0,0
"880",2,18,3,5,10,0.000167,0,0,0
"881",2,18,3,7,5,0.000167,0,0,0
"882",2,18,4,1,7,5e-04,0,0,0
"883",2,18,4,3,6,0.000167,0,0,0
"884",2,18,4,6,4,0.000179,0,0,0
"885",2,18,4,7,10,0.000167,0,0,0
"886",2,18,4,8,5,0,0,0.00035,0
"887",2,18,4,8,7,0,0,0.000701,0
"888",2,18,4,9,4,5e-04,0,0,0
"889",2,18,7,2,2,0,0.000899,0,0
"890",2,18,7,2,7,0.000333,0,0,0
"891",2,18,7,7,12,0.000167,0,0,0
"892",2,18,8,2,5,0.000167,0,0,0
"893",2,18,8,4,7,0,0,0.001752,0
"894",2,18,8,6,8,0,0,0.00035,0
"895",2,18,8,7,4,0,3e-04,0,0
"896",2,18,9,2,7,0,0,0.00035,0
"897",2,18,9,2,9,0.000167,0,0,0
"898",2,18,9,6,10,0.000167,0,0,0
"899",2,18,9,7,12,0.000167,0,0,0
"900",2,18,10,5,2,0,3e-04,0,0
"901",2,18,10,5,7,0,0,0.00035,0
"902",2,18,11,1,7,0.000333,0,0,0
"903",2,18,11,1,17,0.000333,0,0,0
"904",2,18,11,2,4,0.000667,0,0,0
"905",2,18,11,2,7,0.000719,0,0,0
"906",2,18,11,3,7,0,0,0.000158,0
"907",2,18,11,4,5,0.000167,0,0,0
"908",2,18,11,4,6,0.000167,0,0,0
"909",2,18,11,4,15,0.000167,0,0,0
"910",2,18,11,5,9,0.000333,0,0,0
"911",2,18,11,6,2,0,6e-04,0,0
"912",2,18,11,6,7,0.001614,0,0,0
"913",2,18,11,6,8,0.000167,0,0,0
"914",2,18,11,6,9,0.000167,0,0,0
"915",2,18,11,7,3,0.000667,0,0,0
"916",2,18,11,7,4,5e-04,0,0,0
"917",2,18,11,7,7,0,0,0.001945,0
"918",2,18,11,8,12,5e-04,0,0,0
"919",2,18,11,9,5,0.000167,0,0,0
"920",2,18,11,9,10,0.000167,0,0,0
"921",2,18,12,5,5,0,3e-04,0,0
"922",2,18,12,5,17,0,3e-04,0,0
"923",2,18,12,7,1,0.000167,0,0,0
"924",2,18,12,7,6,0,3e-04,0,0
"925",2,18,12,7,7,0,0,0.00035,0
"926",2,18,13,2,1,0.000167,0,0,0
"927",2,18,13,2,6,0.000167,0,0,0
"928",2,18,13,3,12,0.000167,0,0,0
"929",2,18,13,5,2,0.000333,0,0,0
"930",2,18,13,6,4,0.000167,0,0,0
"931",2,18,13,7,3,0.000333,3e-04,0,0
"932",2,18,13,9,1,0.000167,0,0,0
"933",2,18,14,6,7,0.000655,0,0,0
"934",2,18,15,1,4,0.000167,0,0,0
"935",2,18,15,3,3,0.000167,0,0,0
"936",2,18,15,3,9,0.000167,0,0,0
"937",2,18,15,6,7,0,0.002398,0,0
"938",2,18,15,6,12,0,3e-04,0,0
"939",2,18,15,7,7,5e-04,0,0,0
"940",2,18,15,8,2,0.000333,0,0,0
"941",2,18,15,8,10,0.000167,0,0,0
"942",2,18,16,5,4,0.000167,0,0,0
"943",2,18,16,6,7,0,3e-04,0,0
"944",2,18,16,8,3,0.000167,0,0,0
"945",2,18,17,2,5,0,0,0.002862,0
"946",2,18,17,4,4,0.000333,0,0,0
"947",2,18,17,4,7,0.000167,0,0,0
"948",2,18,17,6,6,0.000833,0,0,0
"949",2,18,17,8,15,0.000167,0,0,0
"950",2,22,12,8,6,0.000167,0,0,0
"951",2,27,1,2,4,0.000333,0,0,0
"952",2,27,1,3,6,0.000333,0,0,0
"953",2,27,1,5,1,0,3e-04,0.001051,0
"954",2,27,1,5,2,0,0.000899,0,0
"955",2,27,1,6,5,0.000167,0,0,0
"956",2,27,1,6,7,0.00025,0,0,0
"957",2,27,1,6,8,0.000167,0,0,0
"958",2,27,1,6,16,0.000167,0,0,0
"959",2,27,1,7,2,0.000462,0,0,0
"960",2,27,1,7,5,0.000167,0,0,0
"961",2,27,1,7,7,0.000538,0,0,0
"962",2,27,1,8,7,0.00075,0,0,0
"963",2,27,4,2,5,0.000685,0,0,0
"964",2,27,4,2,7,0.001052,0,0,0
"965",2,27,4,3,7,0.000333,0,0,0
"966",2,27,4,6,3,0.000333,0,0,0
"967",2,27,4,6,4,0.001,0,0,0
"968",2,27,4,6,5,0.000572,0,0,0
"969",2,27,4,7,1,0,0,0,0.002155
"970",2,27,4,7,2,0,0.001199,0,0
"971",2,27,4,7,7,0.000333,0,0,0
"972",2,27,4,7,17,0.000333,0,0,0
"973",2,27,4,8,2,0,0,0,0.002155
"974",2,27,4,8,7,0.000218,0,0,0
"975",2,27,4,8,16,0.000167,0,0,0
"976",2,27,7,2,7,0.000358,0,0,0
"977",2,27,7,6,4,0.000167,0,0,0
"978",2,27,7,8,9,0.000333,0,0,0
"979",2,27,8,1,7,0.000333,0,0,0
"980",2,27,8,2,7,0.000667,0,0,0
"981",2,27,8,6,1,0.000167,0,0,0
"982",2,27,8,6,6,0,0,0,0.002155
"983",2,27,8,7,6,0.000167,0,0,0
"984",2,27,8,7,7,0.000167,0,0,0
"985",2,27,8,8,4,0.000167,0,0,0
"986",2,27,8,8,5,0.000333,0,0,0
"987",2,27,10,5,2,0,3e-04,0,0
"988",2,27,11,1,3,0.000167,0,0,0
"989",2,27,11,3,6,0,0,0,0.002155
"990",2,27,11,6,6,0.000167,0,0,0
"991",2,27,11,6,7,0.001167,0,0,0
"992",2,27,11,7,2,0,3e-04,0.001051,0
"993",2,27,11,8,4,0.000167,0,0,0
"994",2,27,12,7,2,0,0,0.00035,0
"995",2,27,12,7,7,0.000167,0,0,0
"996",2,27,13,2,4,0.000167,0,0,0
"997",2,27,13,4,2,0,0,0.00035,0
"998",2,27,13,6,6,0.000167,0,0,0
"999",2,27,13,7,6,0,3e-04,0,0
"1000",2,27,13,7,16,0.000167,0,0,0
"1001",2,27,15,1,7,0.000167,0,0,0
"1002",2,27,15,2,7,0.000782,0,0,0
"1003",2,27,15,2,14,0.000167,0,0,0
"1004",2,27,15,3,1,0.000167,0,0,0
"1005",2,27,15,6,7,0,0,0.00035,0
"1006",2,27,15,6,8,0.000167,0,0,0
"1007",2,27,15,7,4,0.000167,0,0,0
"1008",2,27,15,7,6,0.000334,0,0,0
"1009",2,27,15,8,4,0.000167,0,0,0
"1010",2,27,15,9,4,0.000167,0,0,0
"1011",2,27,16,1,3,0.000167,0,0,0
"1012",2,27,17,1,7,0.000167,0,0,0
"1013",2,27,17,2,3,0.000167,0,0,0
"1014",2,27,17,2,5,0.000167,0,0,0
"1015",2,27,17,3,7,0.000167,0,0,0
"1016",2,27,103,1,7,0.000167,0,0,0
"1017",2,27,103,2,7,0.000386,0,0,0
"1018",2,27,103,2,12,5e-04,0,0,0
"1019",2,27,103,7,4,2.1e-05,0,0,0
"1020",2,27,103,7,7,0.000312,0,0,0
"1021",2,27,103,8,3,0.000114,0,0,0
"1022",2,27,103,8,6,0.000167,0,0,0
"1023",2,35,1,2,14,0.000167,0,0,0
"1024",2,35,1,2,15,0.000333,0,0,0
"1025",2,35,1,2,17,0.000167,0,0,0
"1026",2,35,1,3,2,0.000167,0,0,0
"1027",2,35,1,3,10,0.000167,0,0,0
"1028",2,35,1,4,5,0.000333,0,0,0
"1029",2,35,1,5,4,0,0,0.000907,0
"1030",2,35,1,5,6,0.000333,0,0,0
"1031",2,35,1,5,7,0.000333,0,0,0
"1032",2,35,1,6,7,0.000639,0,0,0
"1033",2,35,1,6,8,0.000333,0,0,0
"1034",2,35,1,7,3,0.000167,0,0,0
"1035",2,35,1,8,3,0.000159,0,0,0
"1036",2,35,1,9,4,0.000167,0,0,0
"1037",2,35,1,9,6,0.000167,0,0,0
"1038",2,35,4,1,5,5e-04,0,0,0
"1039",2,35,4,3,4,0.000167,3e-04,0,0
"1040",2,35,4,3,10,0.000167,0,0,0
"1041",2,35,4,4,4,0,0,0.000793,0
"1042",2,35,4,4,10,0.000167,0,0,0
"1043",2,35,4,5,4,0.000167,0,0,0
"1044",2,35,4,6,6,0.000546,0,0,0
"1045",2,35,4,6,7,0.000202,0,0,0
"1046",2,35,4,7,3,0.000167,0,0,0
"1047",2,35,4,7,4,0,0,0.000352,0
"1048",2,35,4,7,7,0.000387,0,0,0.002155
"1049",2,35,4,8,1,0,0,0.00081,0
"1050",2,35,4,8,4,0,0,0.01603,0
"1051",2,35,4,8,7,0,0,0.001142,0
"1052",2,35,4,8,9,0.000167,0,0,0
"1053",2,35,4,9,4,0.000167,0,0,0
"1054",2,35,4,9,7,0.000167,0,0,0
"1055",2,35,7,1,1,0.000167,0,0,0
"1056",2,35,7,2,3,0,3e-04,0,0
"1057",2,35,7,2,5,0.000167,0,0,0
"1058",2,35,7,6,7,0.000167,0,0,0
"1059",2,35,7,8,6,0.000167,0,0,0
"1060",2,35,7,8,16,0,3e-04,0,0
"1061",2,35,8,1,5,0,0,0.00035,0
"1062",2,35,8,4,3,0,0,0.000795,0.002155
"1063",2,35,8,4,4,0,0,0.020896,0
"1064",2,35,8,4,15,0,0,0.000266,0
"1065",2,35,8,6,1,0.000167,0,0,0
"1066",2,35,8,7,4,0,0.00033,0,0
"1067",2,35,8,8,5,0.000167,0,0,0
"1068",2,35,9,2,4,0,0,0.00035,0
"1069",2,35,9,5,15,0,0,0,0.002155
"1070",2,35,9,9,4,0,0,0.000516,0
"1071",2,35,10,5,7,0,6e-04,0,0
"1072",2,35,10,5,16,0,3e-04,0,0
"1073",2,35,10,6,2,0.000167,0,0,0
"1074",2,35,11,3,7,0.000333,0,0,0
"1075",2,35,11,6,1,0.000167,0,0,0
"1076",2,35,11,6,4,0.000797,0,0,0
"1077",2,35,11,6,7,0.000373,0,0,0
"1078",2,35,11,6,15,0,0,0,0.002155
"1079",2,35,11,7,4,0,0.001799,0.003709,0
"1080",2,35,11,7,7,0.000371,0,0,0
"1081",2,35,11,7,12,0.000333,0,0,0
"1082",2,35,11,9,5,0.000167,0,0,0
"1083",2,35,12,2,4,0.000167,0,0,0
"1084",2,35,12,2,15,0.000167,0,0,0
"1085",2,35,12,5,1,0.000167,0,0,0
"1086",2,35,13,1,4,0,6e-04,0,0
"1087",2,35,13,1,7,0,0,0.00035,0
"1088",2,35,13,2,15,0,3e-04,0,0
"1089",2,35,13,5,4,0,0.000613,0,0
"1090",2,35,13,5,6,0.000167,0,0,0
"1091",2,35,13,5,7,0,3e-04,0,0
"1092",2,35,13,5,16,0,6e-04,0,0
"1093",2,35,13,6,4,0.000167,0,0,0
"1094",2,35,13,6,7,0.000978,0,0.000701,0
"1095",2,35,13,7,16,0,3e-04,0,0
"1096",2,35,13,8,4,0.000167,0,0,0
"1097",2,35,14,1,7,0,0,0.000701,0
"1098",2,35,14,2,2,0.000167,0,0,0
"1099",2,35,14,3,1,0,0,0.00035,0
"1100",2,35,14,5,3,0.000167,0,0,0
"1101",2,35,14,5,4,0,0,0.000383,0
"1102",2,35,14,5,15,0,0,0.00035,0
"1103",2,35,14,6,8,0.000167,0,0,0
"1104",2,35,14,7,4,0,0,0.002681,0
"1105",2,35,14,7,5,0.000167,0,0,0
"1106",2,35,14,9,12,0.000167,0,0,0
"1107",2,35,15,1,5,0.000183,0,0,0
"1108",2,35,15,1,7,0.000167,0,0,0
"1109",2,35,15,1,15,0.000167,0,0,0
"1110",2,35,15,6,4,0,0.002398,0,0.002155
"1111",2,35,15,6,6,0,3e-04,0,0
"1112",2,35,15,7,7,0,0,0.000701,0
"1113",2,35,15,8,7,0.000167,0,0,0
"1114",2,35,16,5,9,0.000167,0,0,0
"1115",2,35,16,7,4,0,0,0.002299,0
"1116",2,35,17,2,4,0,0.000899,0.001754,0
"1117",2,35,17,2,17,0.000167,0,0,0
"1118",2,35,17,3,8,0.000167,0,0,0
"1119",2,35,17,5,12,0.000167,0,0,0
"1120",2,35,103,6,1,0.000167,0,0,0
"1121",2,37,7,2,6,0,0,0.00035,0
"1122",2,37,7,2,15,0.000167,0,0,0
"1123",2,37,8,8,7,0.000167,0,0,0
"1124",2,37,10,5,4,0.000167,0,0,0
"1125",2,37,10,5,6,0,0,0.001051,0.006466
"1126",2,37,10,7,3,0.000167,0,0,0
"1127",2,37,10,8,8,0.000167,0,0,0
"1128",2,37,11,6,7,0.000167,0,0,0
"1129",2,37,11,7,2,0,0,0.00035,0
"1130",2,37,11,7,4,0.000167,0,0,0
"1131",2,37,13,6,10,0.000167,0,0,0
"1132",2,37,13,7,7,0.000167,0,0,0
"1133",2,37,14,2,4,0.000167,0,0,0
"1134",2,37,15,2,2,0.000167,0,0,0
"1135",2,37,15,6,2,0,3e-04,0,0
"1136",2,37,15,6,5,0.000167,0,0,0
"1137",2,37,15,6,6,0,0,0.00035,0
"1138",2,37,17,7,6,0.000167,0,0,0
"1139",2,38,1,2,7,0.000167,0,0,0
"1140",2,38,1,8,16,0.000167,0,0,0
"1141",2,38,4,3,8,0.000167,0,0,0
"1142",2,38,4,6,6,0.000167,0,0,0
"1143",2,38,4,8,10,0,0,0.00035,0
"1144",2,38,7,2,7,0,0,0.00035,0
"1145",2,38,8,2,4,0.000167,0,0,0
"1146",2,38,8,6,1,0,0,0,0.002155
"1147",2,38,11,2,10,0.000167,0,0,0
"1148",2,38,11,6,7,5e-04,0,0,0
"1149",2,38,11,7,6,0,0,0.00035,0
"1150",2,38,13,1,8,0.000167,0,0,0
"1151",2,38,13,6,6,0.000167,0,0,0
"1152",2,38,13,6,7,0.000167,0,0,0
"1153",2,38,13,7,8,0.000167,0,0,0
"1154",2,38,13,8,6,0.000167,0,0,0
"1155",2,38,15,5,7,0,0,0,0.006466
"1156",2,38,15,6,2,0.000167,0,0,0
"1157",2,38,15,6,12,0,3e-04,0,0
"1158",2,38,16,5,7,0,0,0,0.002155
"1159",2,38,16,5,12,0,0,0.000701,0
"1160",2,39,1,1,5,0.000167,0,0,0
"1161",2,39,1,5,7,0.000195,0,0,0
"1162",2,39,2,6,3,0.000167,0,0,0
"1163",2,39,4,2,4,0.000167,0,0,0
"1164",2,39,4,2,9,0.000167,0,0,0
"1165",2,39,4,3,4,0,0,0.00035,0
"1166",2,39,4,3,7,0,0,0.001752,0
"1167",2,39,4,4,7,0,0,0.001052,0
"1168",2,39,4,4,9,0,0,0,0.002155
"1169",2,39,4,5,3,0.000167,0,0,0
"1170",2,39,4,5,5,0.000167,0,0,0
"1171",2,39,4,5,7,0.000305,0,0,0
"1172",2,39,4,8,3,0,0,0.00035,0
"1173",2,39,4,8,7,0.00028,0,0.017165,0
"1174",2,39,4,8,10,0,0,0.000358,0
"1175",2,39,8,3,7,0.000167,0,0,0
"1176",2,39,8,4,7,0,0,0.003136,0
"1177",2,39,8,4,10,0,0,0.000701,0
"1178",2,39,8,6,7,0.000333,0,0,0
"1179",2,39,8,7,14,0,0,0,0.002155
"1180",2,39,8,8,17,0.000167,0,0,0
"1181",2,39,8,9,8,0.000167,0,0,0
"1182",2,39,8,9,16,0.000167,0,0,0
"1183",2,39,9,6,3,0.000167,0,0,0
"1184",2,39,9,7,3,0.000167,0,0,0
"1185",2,39,10,5,3,0.000167,0,0,0
"1186",2,39,11,5,9,0.000167,0,0,0
"1187",2,39,11,6,12,0,3e-04,0,0
"1188",2,39,11,7,7,0,0,0,0.002155
"1189",2,39,12,1,16,0.000167,0,0,0
"1190",2,39,12,7,12,0,3e-04,0.00035,0
"1191",2,39,13,1,7,0,0,0.00035,0
"1192",2,39,13,2,7,0.000167,0,0,0
"1193",2,39,13,6,7,0,0,0.000474,0
"1194",2,39,13,6,16,0.000167,0,0,0
"1195",2,39,13,7,7,0.000667,6e-04,0,0
"1196",2,39,14,1,12,0,3e-04,0,0
"1197",2,39,14,3,15,0,0,0.00035,0
"1198",2,39,14,5,12,0,0,0.00035,0
"1199",2,39,14,6,7,0,0,0.000701,0
"1200",2,39,14,7,7,0,0,0.004409,0
"1201",2,39,15,6,12,0,0.000899,0,0
"1202",2,39,15,8,4,0.000167,0,0,0
"1203",2,39,16,5,12,0,3e-04,0,0
"1204",2,39,17,2,10,0,3e-04,0,0.002155
"1205",2,39,17,6,6,0.000167,0,0,0
"1206",2,40,8,4,3,0,3e-04,0,0
"1207",2,40,8,4,10,0,0,0.00035,0
"1208",2,40,16,9,12,0.000167,0,0,0
"1209",2,41,2,1,17,0,0,0.00035,0
"1210",2,41,4,2,17,0,0,0.001429,0
"1211",2,41,4,4,7,0.000167,0,0,0
"1212",2,41,4,4,8,0.000167,0,0,0
"1213",2,41,4,8,17,0.000167,0,0,0
"1214",2,41,7,6,4,0.000333,0,0,0
"1215",2,41,9,1,3,0.000167,0,0,0
"1216",2,41,10,8,7,0,0,0.00035,0
"1217",2,41,11,7,17,0,6e-04,0,0
"1218",2,41,13,7,7,0,0,0.001752,0
"1219",2,41,15,6,7,0,6e-04,0,0
"1220",2,41,17,5,5,0.000167,0,0,0
"1221",2,41,17,6,12,0.000167,0,0,0
"1222",2,41,17,7,7,0.000167,0,0,0
"1223",2,42,1,5,17,0,3e-04,0,0
"1224",2,42,7,2,17,0,9.3e-05,0,0
"1225",2,42,8,7,17,0,3e-04,0,0
"1226",2,42,11,7,2,0,6e-04,0,0
"1227",2,42,13,6,17,0,0.000891,0,0
"1228",2,42,13,7,17,0,0,0.000701,0
"1229",2,42,14,5,17,0,3e-04,0,0
"1230",2,42,16,5,17,0,3e-04,0,0
"1231",2,42,18,4,17,0,0.000317,0,0
"1232",2,44,1,1,4,0.000167,0,0,0
"1233",2,44,1,1,6,0.000333,0,0,0
"1234",2,44,1,1,9,0.000167,0,0,0
"1235",2,44,1,1,16,0.000167,0,0,0
"1236",2,44,1,2,5,0.000833,0,0,0
"1237",2,44,1,2,6,5e-04,0,0,0
"1238",2,44,1,3,3,0.000167,0,0,0
"1239",2,44,1,3,4,0.000167,0,0,0
"1240",2,44,1,5,5,0,0,0.001399,0
"1241",2,44,1,5,6,0.000167,0,0,0
"1242",2,44,1,5,7,0,0,0.00035,0
"1243",2,44,1,6,3,0.000333,0,0,0
"1244",2,44,1,6,7,0.000214,0,0,0
"1245",2,44,1,7,7,0.000795,0,0,0
"1246",2,44,1,7,10,0.000333,0,0,0
"1247",2,44,1,8,3,0.000174,0,0,0
"1248",2,44,1,8,8,0.000167,0,0,0
"1249",2,44,4,1,2,0.000167,0,0,0
"1250",2,44,4,1,3,0.000167,0,0,0
"1251",2,44,4,1,10,0.000167,0,0,0
"1252",2,44,4,1,12,0.00015,0,0,0
"1253",2,44,4,2,1,5e-04,0,0,0
"1254",2,44,4,2,2,0.000392,0,0,0
"1255",2,44,4,2,3,0.000333,0,0,0
"1256",2,44,4,2,4,0.001631,0,0,0
"1257",2,44,4,2,5,0.002135,0,0,0
"1258",2,44,4,2,6,0.002362,0,0,0
"1259",2,44,4,2,7,0.001551,0,0,0
"1260",2,44,4,2,10,0.000856,0,0,0
"1261",2,44,4,3,2,0.000181,0,0,0
"1262",2,44,4,3,5,0,3e-04,0,0
"1263",2,44,4,3,7,5e-04,0,0,0
"1264",2,44,4,3,10,0,3e-04,0,0
"1265",2,44,4,5,1,0.000167,0,0,0
"1266",2,44,4,5,5,0.000254,0,0,0
"1267",2,44,4,5,6,0.001391,0,0,0
"1268",2,44,4,5,7,0.002505,0,0,0
"1269",2,44,4,5,8,0.000197,0,0,0
"1270",2,44,4,5,9,0.000167,0,0,0
"1271",2,44,4,5,14,0.000333,0,0,0
"1272",2,44,4,5,15,0.000607,0,0,0
"1273",2,44,4,6,4,0.002265,0,0,0
"1274",2,44,4,6,5,0.001461,0,0,0
"1275",2,44,4,6,7,0.004862,0,0,0
"1276",2,44,4,6,9,0.000167,0,0,0
"1277",2,44,4,6,10,5e-04,0,0,0
"1278",2,44,4,6,12,0.001034,0,0,0
"1279",2,44,4,7,2,0.000378,0,0,0
"1280",2,44,4,7,5,0,0.005695,0.004086,0
"1281",2,44,4,7,6,0.000391,0,0,0
"1282",2,44,4,7,7,0.00101,0,0,0
"1283",2,44,4,7,8,0.000788,0,0,0
"1284",2,44,4,8,2,0.000216,0,0,0
"1285",2,44,4,8,3,0,3e-04,0,0
"1286",2,44,4,8,4,0.000167,0,0.00035,0
"1287",2,44,4,8,5,0,0,0.001302,0
"1288",2,44,4,8,6,0.000442,0,0,0
"1289",2,44,4,8,10,0.000167,0,0,0
"1290",2,44,4,8,16,0,0,0.000818,0
"1291",2,44,4,9,5,0.000833,0,0,0
"1292",2,44,7,1,8,0.000333,0,0,0
"1293",2,44,7,2,2,0,0,0.00035,0
"1294",2,44,7,2,3,0.000193,0,0,0
"1295",2,44,7,2,4,0,0.002392,0,0
"1296",2,44,7,2,5,0.000355,0,0,0
"1297",2,44,7,2,6,0.000333,0,0,0
"1298",2,44,7,2,7,0.002698,0.000899,0,0
"1299",2,44,7,2,17,0.000167,0,0,0
"1300",2,44,7,4,10,0.000333,0,0,0
"1301",2,44,7,5,2,0.000333,0,0,0
"1302",2,44,7,5,4,0.000694,0,0,0
"1303",2,44,7,5,7,0.002076,0,0,0
"1304",2,44,7,6,5,0.00107,0,0,0
"1305",2,44,7,6,6,0.000333,0,0,0
"1306",2,44,7,6,7,0.000563,0,0,0
"1307",2,44,7,6,10,0.000333,0,0,0
"1308",2,44,7,6,16,0.000167,0,0,0
"1309",2,44,7,7,1,0.000333,0,0,0
"1310",2,44,7,7,4,0.001304,0,0,0
"1311",2,44,7,7,8,5e-04,0,0,0
"1312",2,44,7,7,16,0.000167,0,0,0
"1313",2,44,7,8,8,0.000167,0,0,0
"1314",2,44,7,9,6,0.000167,0,0,0
"1315",2,44,8,1,6,0.000167,0,0,0
"1316",2,44,8,2,16,0,6e-04,0,0
"1317",2,44,8,4,5,0,0,0.00064,0
"1318",2,44,8,4,7,0,0,0.00035,0
"1319",2,44,8,7,2,0.000167,0,0,0
"1320",2,44,8,7,4,0.000167,0,0,0
"1321",2,44,8,7,6,0.000333,0,0,0
"1322",2,44,8,8,4,0.000167,0,0,0
"1323",2,44,8,8,6,0.000167,0,0,0
"1324",2,44,9,3,5,0,0,0.00035,0
"1325",2,44,9,6,12,0.000167,0,0,0
"1326",2,44,9,9,5,0,0,0.000885,0
"1327",2,44,10,5,5,0,0,0.00035,0
"1328",2,44,11,2,4,0,3e-04,0,0
"1329",2,44,11,2,9,0.000667,0,0,0
"1330",2,44,11,3,5,0,0,0.000387,0
"1331",2,44,11,5,6,0.000333,0,0,0
"1332",2,44,11,5,7,0.000237,0,0,0
"1333",2,44,11,5,9,0.000167,0,0,0
"1334",2,44,11,6,5,0.000167,0,0,0
"1335",2,44,11,7,4,0.000449,0.00114,0,0
"1336",2,44,11,7,5,0.000333,0.000724,0.000265,0
"1337",2,44,11,7,7,0,0.000359,0.00035,0
"1338",2,44,11,7,10,5e-04,0,0,0
"1339",2,44,11,8,4,0.000167,0,0,0
"1340",2,44,11,8,7,0.000346,0,0,0
"1341",2,44,12,3,6,0.000167,0,0,0
"1342",2,44,12,3,12,0.000167,0,0,0
"1343",2,44,12,6,9,0.000167,0,0,0
"1344",2,44,12,7,5,0,0,0.00035,0
"1345",2,44,12,7,6,5e-04,0,0,0
"1346",2,44,12,7,7,0.000667,0,0,0
"1347",2,44,12,8,7,0.000167,0,0,0
"1348",2,44,13,2,2,0.000299,0,0,0
"1349",2,44,13,2,4,0.000822,0,0,0
"1350",2,44,13,2,6,0.000667,0,0,0
"1351",2,44,13,2,12,2e-04,0,0,0
"1352",2,44,13,3,12,0.000333,0,0,0
"1353",2,44,13,4,6,0.000167,0,0,0
"1354",2,44,13,5,8,0.000167,0,0,0
"1355",2,44,13,6,3,0.000612,0,0,0
"1356",2,44,13,6,4,0.000333,0,0.00035,0
"1357",2,44,13,6,5,0,3e-04,0.005052,0
"1358",2,44,13,6,7,0.000167,0,0.00035,0
"1359",2,44,13,6,9,0.000167,0,0,0
"1360",2,44,13,7,5,0.001,0,0,0
"1361",2,44,13,7,12,0.000257,0,0,0
"1362",2,44,13,8,2,5e-04,0,0,0
"1363",2,44,13,8,7,0.001,0,0,0
"1364",2,44,13,9,10,0.000167,0,0,0
"1365",2,44,14,1,9,0.000167,0,0,0
"1366",2,44,14,5,14,0,0,0,0.002155
"1367",2,44,14,6,4,0,3e-04,0,0
